image_id,file_name,source_key,source_file,topic,image_type,roles,status,width,height,media_ref,source_anchor,caption,nearby_text,linking_bucket,related_section,notes
img_0011,ЭЛК_2_1_техн.карты_изделий.__img_008.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,549,345,media/image8.png,Стрипер,Стрипер,"2)Затем, не снимая нож с кабеля, потянуть его в сторону края кабеля, прорезая тем самым изоляцию вдоль кабеля.(Важно! Перед разделкой необходимо отрегулировать вылет лезвия, чтобы не повредить изоляцию жил.) 1) 2) Зачистить концы жил: Стрипер Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0012,ЭЛК_2_1_техн.карты_изделий.__img_009.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,363,346,media/image9.png,Стрипер,Стрипер,"2)Затем, не снимая нож с кабеля, потянуть его в сторону края кабеля, прорезая тем самым изоляцию вдоль кабеля.(Важно! Перед разделкой необходимо отрегулировать вылет лезвия, чтобы не повредить изоляцию жил.) 1) 2) Зачистить концы жил: Стрипер Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0013,ЭЛК_2_1_техн.карты_изделий.__img_010.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,348,260,media/image10.png,Стрипер,Стрипер,"2)Затем, не снимая нож с кабеля, потянуть его в сторону края кабеля, прорезая тем самым изоляцию вдоль кабеля.(Важно! Перед разделкой необходимо отрегулировать вылет лезвия, чтобы не повредить изоляцию жил.) 1) 2) Зачистить концы жил: Стрипер Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0014,ЭЛК_2_1_техн.карты_изделий.__img_011.jpeg,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,285,285,media/image11.jpeg,Пресс-клещи,Пресс-клещи,"Зачистить концы жил: Стрипер Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи 4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0015,ЭЛК_2_1_техн.карты_изделий.__img_012.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,446,345,media/image12.png,Пресс-клещи,Пресс-клещи,"Зачистить концы жил: Стрипер Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи 4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0016,ЭЛК_2_1_техн.карты_изделий.__img_013.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,280,236,media/image13.png,Пресс-клещи,Пресс-клещи,"Зачистить концы жил: Стрипер Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи 4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0017,ЭЛК_2_1_техн.карты_изделий.__img_014.jpeg,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,504,503,media/image14.jpeg,Пресс-клещи,Пресс-клещи,"Зачистить концы жил: Стрипер Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи 4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0018,ЭЛК_2_1_техн.карты_изделий.__img_015.jpeg,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,1189,428,media/image15.jpeg,"Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель","Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель","Надеть и опресовать наконечники сечением 4мм на все зачищенные концы жил кабеля с обоих концов:. Пресс-клещи 4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля. Изготовление перемычек для АКБ",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0019,ЭЛК_2_1_техн.карты_изделий.__img_016.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,761,301,media/image16.png,"Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля.","Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля.","Пресс-клещи 4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля. Изготовление перемычек для АКБ Виды используемых перемычек:",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0020,ЭЛК_2_1_техн.карты_изделий.__img_017.jpeg,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,577,173,media/image17.jpeg,"Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля.","Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля.","Пресс-клещи 4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля. Изготовление перемычек для АКБ Виды используемых перемычек:",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0021,ЭЛК_2_1_техн.карты_изделий.__img_018.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,315,133,media/image18.png,Изготовление перемычек для АКБ,Изготовление перемычек для АКБ,"4.1. Правильная опресовка наконечника: 1- из под «юбки» наконечника не торчит оголенная жила или её часть; 2- длинна зачищенного участка жилы соответствует длине втулки наконечника. Отрезать кусок гофротрубы ф25 длинной 1,7 м .надеть на подготовленный кабель Наклеить на край гофротрубы (там, где длина жил кабеля 100 мм .) наклейку с маркировкой кабеля. Изготовление перемычек для АКБ Виды используемых перемычек: перемычка АКБ 0,1 м. ф25 черная.",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0022,ЭЛК_2_1_техн.карты_изделий.__img_019.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,1370,337,media/image19.png,№П\П,"перемычка АКБ 1,4 м. ф35 красная Н/Н.","перемычка АКБ 1,4 м. ф35 красная Н/Н. перемычка АКБ 1,4 м. ф35 черная Н/Ш. и другие … №П\П Этапы обработки Графическое изображение",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0023,ЭЛК_2_1_техн.карты_изделий.__img_020.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,456,364,media/image20.png,"Зачистить концы кабеля от изоляции необходимой длинны, не больше длинны втулки наконечника","Зачистить концы кабеля от изоляции необходимой длинны, не больше длинны втулки наконечника","Графическое изображение Инструменты Нарезать куски кабеля, необходимого по заданию длинны и количества: Зачистить концы кабеля от изоляции необходимой длинны, не больше длинны втулки наконечника Надеть наконечник на зачищенные жилы. Установить матрицы согласно диаметру втулки наконечника:",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0024,ЭЛК_2_1_техн.карты_изделий.__img_021.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,530,242,media/image21.png,Надеть наконечник на зачищенные жилы.,"Нарезать куски кабеля, необходимого по заданию длинны и количества:","Инструменты Нарезать куски кабеля, необходимого по заданию длинны и количества: Зачистить концы кабеля от изоляции необходимой длинны, не больше длинны втулки наконечника Надеть наконечник на зачищенные жилы. Установить матрицы согласно диаметру втулки наконечника: ф25- 25/16",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0025,ЭЛК_2_1_техн.карты_изделий.__img_022.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,640,480,media/image22.png,ф25- 25/16,ф25- 25/16,"ф25- 25/16 ф35-35/25 Опресовать наконечник. Отрезать ножницами кусок термоусадки длинной 60мм, надеть на опресованный наконечник и строительным феном равномерно прогреть отрезок термоусадки до полного обволакивания втулки наконечника Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0026,ЭЛК_2_1_техн.карты_изделий.__img_023.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,469,353,media/image23.png,ф25- 25/16,ф25- 25/16,"ф25- 25/16 ф35-35/25 Опресовать наконечник. Отрезать ножницами кусок термоусадки длинной 60мм, надеть на опресованный наконечник и строительным феном равномерно прогреть отрезок термоусадки до полного обволакивания втулки наконечника Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0027,ЭЛК_2_1_техн.карты_изделий.__img_024.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,646,224,media/image24.png,Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.,ф35-35/25,"ф35-35/25 Опресовать наконечник. Отрезать ножницами кусок термоусадки длинной 60мм, надеть на опресованный наконечник и строительным феном равномерно прогреть отрезок термоусадки до полного обволакивания втулки наконечника Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0028,ЭЛК_2_1_техн.карты_изделий.__img_025.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,547,323,media/image25.png,Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.,ф35-35/25,"ф35-35/25 Опресовать наконечник. Отрезать ножницами кусок термоусадки длинной 60мм, надеть на опресованный наконечник и строительным феном равномерно прогреть отрезок термоусадки до полного обволакивания втулки наконечника Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0029,ЭЛК_2_1_техн.карты_изделий.__img_026.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,1383,921,media/image26.png,Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.,Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.,"ф35-35/25 Опресовать наконечник. Отрезать ножницами кусок термоусадки длинной 60мм, надеть на опресованный наконечник и строительным феном равномерно прогреть отрезок термоусадки до полного обволакивания втулки наконечника Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0030,ЭЛК_2_1_техн.карты_изделий.__img_027.png,ЭЛК_2_1_техн.карты_изделий.,ЭЛК_2_1 техн.карты изделий..docx,ups_components,diagram,installer|electrician|hq_engineer,raw_extracted|needs_classification,1037,885,media/image27.png,Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.,Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.,"Отрезать ножницами кусок термоусадки длинной 60мм, надеть на опресованный наконечник и строительным феном равномерно прогреть отрезок термоусадки до полного обволакивания втулки наконечника Назначение матриц пресс-клещей (CTF) из набора инструмента монтажника.",candidate_for_linking,ups_components,Technical cards and assembly visuals.
img_0031,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_001.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,273,398,media/image1.png,Аккумуляторная батарея (АКБ),Аккумуляторная батарея (АКБ),"Инвертор Инвертор может использоваться в качестве источника питания для любой бытовой и офисной техники, в том числе для приборов, оснащенных электрическим двигателем, например, вентиляторов, холодильников, кондиционеров, а также для осветительных приборов. См. изображение ниже: Аккумуляторная батарея (АКБ) АКБ представляет собой устройство, способное хранить электрическую энергию и отдавать ее. Важными характеристиками АКБ являются: 1\) Ёмкость — количество энергии, которое они могут хранить.",candidate_for_linking,ups_components,UPS component visuals.
img_0032,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_002.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,580,335,media/image2.png,Аккумуляторная батарея (АКБ),Аккумуляторная батарея (АКБ),"Инвертор Инвертор может использоваться в качестве источника питания для любой бытовой и офисной техники, в том числе для приборов, оснащенных электрическим двигателем, например, вентиляторов, холодильников, кондиционеров, а также для осветительных приборов. См. изображение ниже: Аккумуляторная батарея (АКБ) АКБ представляет собой устройство, способное хранить электрическую энергию и отдавать ее. Важными характеристиками АКБ являются: 1\) Ёмкость — количество энергии, которое они могут хранить.",candidate_for_linking,ups_components,UPS component visuals.
img_0033,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_003.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,885,310,media/image3.png,Байпасный щит,Байпасный щит,"Группа АКБ собирается для достижения определенного уровня емкости и напряжения, на котором работает инвертор. Несколько групп последовательно подключенных АКБ можно подключить параллельно. Смотрите изображение ниже: Байпасный щит Простыми словами, байпас — это обход. Байпас - это устройство в электрической цепи, которое используется для обхода определенных элементов цепи. В нашем случае ручной байпас применяется для обхода инвертора.",candidate_for_linking,ups_components,UPS component visuals.
img_0034,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_004.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,1066,462,media/image4.png,Наглядный пример работы байпаса в цепи с ИБП:,Наглядный пример работы байпаса в цепи с ИБП:,"Простыми словами, байпас — это обход. Байпас - это устройство в электрической цепи, которое используется для обхода определенных элементов цепи. В нашем случае ручной байпас применяется для обхода инвертора. Байпасный щит помогает поддерживать непрерывность работы электропотребителей в случае проблем с ИБП. Наглядный пример работы байпаса в цепи с ИБП: Оборудование введено в работу. Энергия передается в дом через ИБП.",candidate_for_linking,ups_components,UPS component visuals.
img_0035,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_005.jpeg,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,1749,1229,media/image5.jpeg,Оборудование введено в работу.,Оборудование введено в работу.,"Байпас - это устройство в электрической цепи, которое используется для обхода определенных элементов цепи. В нашем случае ручной байпас применяется для обхода инвертора. Байпасный щит помогает поддерживать непрерывность работы электропотребителей в случае проблем с ИБП. Наглядный пример работы байпаса в цепи с ИБП: Оборудование введено в работу. Энергия передается в дом через ИБП. Оборудование выведено из работы.",candidate_for_linking,ups_components,UPS component visuals.
img_0036,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_006.jpeg,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,2338,1653,media/image6.jpeg,Оборудование введено в работу.,Оборудование введено в работу.,"Байпас - это устройство в электрической цепи, которое используется для обхода определенных элементов цепи. В нашем случае ручной байпас применяется для обхода инвертора. Байпасный щит помогает поддерживать непрерывность работы электропотребителей в случае проблем с ИБП. Наглядный пример работы байпаса в цепи с ИБП: Оборудование введено в работу. Энергия передается в дом через ИБП. Оборудование выведено из работы.",candidate_for_linking,ups_components,UPS component visuals.
img_0037,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_007.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,391,463,media/image7.png,Выравнивающая перемычка,Выравнивающая перемычка,"Пример схемы подключения балансиров представлен ниже: Схема подключения балансира на 24В: Схема подключения балансира на 48В: :--: :--: Выравнивающая перемычка Это перемычка, предназначенная для объединения нескольких групп АКБ в двух и более последовательных цепочках АКБ. Служит для выравнивания напряжения на всех группах АКБ.",candidate_for_linking,ups_components,UPS component visuals.
img_0038,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5__img_008.png,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5,ЭЛК_2_Базовые_знания_Состав_ИБП_ред1_5.docx,ups_components,diagram,installer|electrician,raw_extracted|needs_classification,492,599,media/image8.png,Выравнивающая перемычка,Выравнивающая перемычка,"Пример схемы подключения балансиров представлен ниже: Схема подключения балансира на 24В: Схема подключения балансира на 48В: :--: :--: Выравнивающая перемычка Это перемычка, предназначенная для объединения нескольких групп АКБ в двух и более последовательных цепочках АКБ. Служит для выравнивания напряжения на всех группах АКБ.",candidate_for_linking,ups_components,UPS component visuals.
